movie_title,director_name,language,country,genres,actor_1_name,actor_2_name,actor_3_name,comb
frozen,Chris Buck,English,USA,Adventure Animation Comedy Family Fantasy Musical,Josh Gad,Maurice LaMarche,Livvy Stubenrauch,Chris Buck English USA Adventure Animation Comedy Family Fantasy Musical Josh Gad Maurice LaMarche Livvy Stubenrauch
the matrix reloaded,Lana Wachowski,English,USA,Action Sci-Fi,Steve Bastoni,Daniel Bernhardt,Helmut Bakaitis,Lana Wachowski English USA Action Sci-Fi Steve Bastoni Daniel Bernhardt Helmut Bakaitis
thor: the dark world,Alan Taylor,English,USA,Action Adventure Fantasy,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Alan Taylor English USA Action Adventure Fantasy Chris Hemsworth Natalie Portman Anthony Hopkins
mad max: fury road,George Miller,English,Australia,Action Adventure Sci-Fi Thriller,Tom Hardy,Charlize Theron,Zoë Kravitz,George Miller English Australia Action Adventure Sci-Fi Thriller Tom Hardy Charlize Theron Zoë Kravitz
angels & demons,Ron Howard,English,USA,Mystery Thriller,Tom Hanks,Ayelet Zurer,Armin Mueller-Stahl,Ron Howard English USA Mystery Thriller Tom Hanks Ayelet Zurer Armin Mueller-Stahl
thor,Kenneth Branagh,English,USA,Action Adventure Fantasy,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Kenneth Branagh English USA Action Adventure Fantasy Chris Hemsworth Natalie Portman Anthony Hopkins
bolt,Byron Howard,English,USA,Adventure Animation Comedy Drama Family,Chloë Grace Moretz,Diedrich Bader,James Lipton,Byron Howard English USA Adventure Animation Comedy Drama Family Chloë Grace Moretz Diedrich Bader James Lipton
g-force,Hoyt Yeatman,English,USA,Action Adventure Animation Comedy Family Fantasy Sci-Fi,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Hoyt Yeatman English USA Action Adventure Animation Comedy Family Fantasy Sci-Fi Kelli Garner Piper Mackenzie Harris Niecy Nash
wrath of the titans,Jonathan Liebesman,English,USA,Action Adventure Fantasy,Liam Neeson,Edgar Ramírez,Lily James,Jonathan Liebesman English USA Action Adventure Fantasy Liam Neeson Edgar Ramírez Lily James
dark shadows,Tim Burton,English,USA,Comedy Fantasy Horror,Johnny Depp,Chloë Grace Moretz,Christopher Lee,Tim Burton English USA Comedy Fantasy Horror Johnny Depp Chloë Grace Moretz Christopher Lee
mission: impossible - rogue nation,Christopher McQuarrie,English,China,Action Adventure Thriller,Tom Cruise,Jeremy Renner,Sean Harris,Christopher McQuarrie English China Action Adventure Thriller Tom Cruise Jeremy Renner Sean Harris
the wolfman,Joe Johnston,English,USA,Drama Fantasy Horror Thriller,Anthony Hopkins,Simon Merrells,Art Malik,Joe Johnston English USA Drama Fantasy Horror Thriller Anthony Hopkins Simon Merrells Art Malik
the legend of tarzan,David Yates,English,USA,Action Adventure Drama Romance,Christoph Waltz,Alexander Skarsgård,Casper Crump,David Yates English USA Action Adventure Drama Romance Christoph Waltz Alexander Skarsgård Casper Crump
bee movie,Steve Hickner,English,USA,Adventure Animation Comedy Family,Matthew Broderick,Oprah Winfrey,Rip Torn,Steve Hickner English USA Adventure Animation Comedy Family Matthew Broderick Oprah Winfrey Rip Torn
kung fu panda 2,Jennifer Yuh Nelson,English,USA,Action Adventure Animation Comedy Family,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Jennifer Yuh Nelson English USA Action Adventure Animation Comedy Family Angelina Jolie Pitt Gary Oldman Mike Bell
the last airbender,M. Night Shyamalan,English,USA,Action Adventure Family Fantasy,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,M. Night Shyamalan English USA Action Adventure Family Fantasy Seychelle Gabriel Noah Ringer Aasif Mandvi
mission: impossible iii,J.J. Abrams,English,USA,Action Adventure Thriller,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,J.J. Abrams English USA Action Adventure Thriller Philip Seymour Hoffman Tom Cruise Eddie Marsan
white house down,Roland Emmerich,English,USA,Action Drama Thriller,Channing Tatum,Jake Weber,Matt Craven,Roland Emmerich English USA Action Drama Thriller Channing Tatum Jake Weber Matt Craven
mars needs moms,Simon Wells,English,USA,Action Adventure Animation Comedy Family Sci-Fi,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Simon Wells English USA Action Adventure Animation Comedy Family Sci-Fi Elisabeth Harnois Dan Fogler Tom Everett Scott
flushed away,David Bowers,English,UK,Adventure Animation Comedy Family,Hugh Jackman,Kate Winslet,David Suchet,David Bowers English UK Adventure Animation Comedy Family Hugh Jackman Kate Winslet David Suchet
pan,Joe Wright,English,USA,Adventure Family Fantasy,Hugh Jackman,Cara Delevingne,Nonso Anozie,Joe Wright English USA Adventure Family Fantasy Hugh Jackman Cara Delevingne Nonso Anozie
mr. peabody & sherman,Rob Minkoff,English,USA,Adventure Animation Comedy Family Sci-Fi,Ty Burrell,Zach Callison,Karan Brar,Rob Minkoff English USA Adventure Animation Comedy Family Sci-Fi Ty Burrell Zach Callison Karan Brar
troy,Wolfgang Petersen,English,USA,Adventure,Brad Pitt,Orlando Bloom,Julian Glover,Wolfgang Petersen English USA Adventure Brad Pitt Orlando Bloom Julian Glover
madagascar 3: europe's most wanted,Eric Darnell,English,USA,Adventure Animation Comedy Family,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Eric Darnell English USA Adventure Animation Comedy Family Jada Pinkett Smith Martin Short Cedric the Entertainer
die another day,Lee Tamahori,English,UK,Action Adventure Thriller,Toby Stephens,Colin Salmon,Rick Yune,Lee Tamahori English UK Action Adventure Thriller Toby Stephens Colin Salmon Rick Yune
ghostbusters,Paul Feig,English,USA,Action Comedy Fantasy Sci-Fi,Ed Begley Jr.,Kate McKinnon,Zach Woods,Paul Feig English USA Action Comedy Fantasy Sci-Fi Ed Begley Jr. Kate McKinnon Zach Woods
armageddon,Michael Bay,English,USA,Action Adventure Sci-Fi Thriller,Bruce Willis,Steve Buscemi,Will Patton,Michael Bay English USA Action Adventure Sci-Fi Thriller Bruce Willis Steve Buscemi Will Patton
men in black ii,Barry Sonnenfeld,English,USA,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Will Smith,Rosario Dawson,Rip Torn,Barry Sonnenfeld English USA Action Adventure Comedy Family Fantasy Mystery Sci-Fi Will Smith Rosario Dawson Rip Torn
beowulf,Robert Zemeckis,English,USA,Action Adventure Animation Fantasy,Robin Wright,Anthony Hopkins,Sebastian Roché,Robert Zemeckis English USA Action Adventure Animation Fantasy Robin Wright Anthony Hopkins Sebastian Roché
kung fu panda 3,Alessandro Carloni,English,USA,Action Adventure Animation Comedy Family,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Alessandro Carloni English USA Action Adventure Animation Comedy Family J.K. Simmons Angelina Jolie Pitt Wayne Knight
mission: impossible - ghost protocol,Brad Bird,English,USA,Action Adventure Thriller,Tom Cruise,Jeremy Renner,Michael Nyqvist,Brad Bird English USA Action Adventure Thriller Tom Cruise Jeremy Renner Michael Nyqvist
rise of the guardians,Peter Ramsey,English,USA,Adventure Animation Family Fantasy,Hugh Jackman,Kamil McFadden,Khamani Griffin,Peter Ramsey English USA Adventure Animation Family Fantasy Hugh Jackman Kamil McFadden Khamani Griffin
fun with dick and jane,Dean Parisot,English,USA,Comedy Crime,John Michael Higgins,Richard Burgi,David Herman,Dean Parisot English USA Comedy Crime John Michael Higgins Richard Burgi David Herman
the last samurai,Edward Zwick,English,USA,Action Drama History War,Tom Cruise,Tony Goldwyn,Chad Lindberg,Edward Zwick English USA Action Drama History War Tom Cruise Tony Goldwyn Chad Lindberg
exodus: gods and kings,Ridley Scott,English,UK,Action Adventure Drama,Christian Bale,María Valverde,Ben Mendelsohn,Ridley Scott English UK Action Adventure Drama Christian Bale María Valverde Ben Mendelsohn
star trek,J.J. Abrams,English,USA,Action Adventure Sci-Fi,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,J.J. Abrams English USA Action Adventure Sci-Fi Chris Hemsworth Leonard Nimoy Bruce Greenwood
spider-man,Sam Raimi,English,USA,Action Adventure Fantasy Romance,J.K. Simmons,James Franco,Kirsten Dunst,Sam Raimi English USA Action Adventure Fantasy Romance J.K. Simmons James Franco Kirsten Dunst
how to train your dragon 2,Dean DeBlois,English,USA,Action Adventure Animation Comedy Family Fantasy,Gerard Butler,Djimon Hounsou,America Ferrera,Dean DeBlois English USA Action Adventure Animation Comedy Family Fantasy Gerard Butler Djimon Hounsou America Ferrera
gods of egypt,Alex Proyas,English,USA,Action Adventure Fantasy,Gerard Butler,Elodie Yung,Bryan Brown,Alex Proyas English USA Action Adventure Fantasy Gerard Butler Elodie Yung Bryan Brown
stealth,Rob Cohen,English,USA,Action Adventure Sci-Fi Thriller,Sam Shepard,Joe Morton,Richard Roxburgh,Rob Cohen English USA Action Adventure Sci-Fi Thriller Sam Shepard Joe Morton Richard Roxburgh
watchmen,Zack Snyder,English,USA,Action Drama Mystery Sci-Fi,Matt Frewer,Billy Crudup,Stephen McHattie,Zack Snyder English USA Action Drama Mystery Sci-Fi Matt Frewer Billy Crudup Stephen McHattie
lethal weapon 4,Richard Donner,English,USA,Action Crime Thriller,Jet Li,Rene Russo,Darlene Love,Richard Donner English USA Action Crime Thriller Jet Li Rene Russo Darlene Love
hulk,Ang Lee,English,USA,Action Sci-Fi,Kevin Rankin,Regi Davis,Celia Weston,Ang Lee English USA Action Sci-Fi Kevin Rankin Regi Davis Celia Weston
g.i. joe: retaliation,Jon M. Chu,English,USA,Action Adventure Sci-Fi Thriller,Channing Tatum,Dwayne Johnson,Elodie Yung,Jon M. Chu English USA Action Adventure Sci-Fi Thriller Channing Tatum Dwayne Johnson Elodie Yung
sahara,Breck Eisner,English,UK,Action Adventure Comedy Thriller,Matthew McConaughey,Rainn Wilson,Delroy Lindo,Breck Eisner English UK Action Adventure Comedy Thriller Matthew McConaughey Rainn Wilson Delroy Lindo
final fantasy: the spirits within,Hironobu Sakaguchi,English,USA,Action Adventure Animation Fantasy Romance Sci-Fi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Hironobu Sakaguchi English USA Action Adventure Animation Fantasy Romance Sci-Fi Steve Buscemi Ming-Na Wen Jean Simmons
captain america: the first avenger,Joe Johnston,English,USA,Action Adventure Sci-Fi,Chris Evans,Dominic Cooper,Hayley Atwell,Joe Johnston English USA Action Adventure Sci-Fi Chris Evans Dominic Cooper Hayley Atwell
the world is not enough,Michael Apted,English,UK,Action Adventure Thriller,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Michael Apted English UK Action Adventure Thriller Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn
master and commander: the far side of the world,Peter Weir,English,USA,Action Adventure Drama History War,James D'Arcy,Lee Ingleby,David Threlfall,Peter Weir English USA Action Adventure Drama History War James D'Arcy Lee Ingleby David Threlfall
the twilight saga: breaking dawn - part 2,Bill Condon,English,USA,Adventure Drama Fantasy Romance,Robert Pattinson,Kristen Stewart,Taylor Lautner,Bill Condon English USA Adventure Drama Fantasy Romance Robert Pattinson Kristen Stewart Taylor Lautner
happy feet 2,George Miller,English,Australia,Animation Comedy Family Musical,Robin Williams,Brad Pitt,Common,George Miller English Australia Animation Comedy Family Musical Robin Williams Brad Pitt Common
the incredible hulk,Louis Leterrier,English,USA,Action Adventure Sci-Fi,Ty Burrell,Peter Mensah,William Hurt,Louis Leterrier English USA Action Adventure Sci-Fi Ty Burrell Peter Mensah William Hurt
miami vice            ,unknown,English,USA,Action Crime Drama Mystery Thriller,Don Johnson,Philip Michael Thomas,John Diehl,unknown English USA Action Crime Drama Mystery Thriller Don Johnson Philip Michael Thomas John Diehl
the bfg,Steven Spielberg,English,UK,Adventure Family Fantasy,Mark Rylance,Penelope Wilton,Rafe Spall,Steven Spielberg English UK Adventure Family Fantasy Mark Rylance Penelope Wilton Rafe Spall
the revenant,Alejandro G. Iñárritu,English,USA,Adventure Drama Thriller Western,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Alejandro G. Iñárritu English USA Adventure Drama Thriller Western Leonardo DiCaprio Tom Hardy Lukas Haas
turbo,David Soren,English,USA,Adventure Animation Comedy Family Sport,Ryan Reynolds,Snoop Dogg,Ben Schwartz,David Soren English USA Adventure Animation Comedy Family Sport Ryan Reynolds Snoop Dogg Ben Schwartz
rango,Gore Verbinski,English,USA,Adventure Animation Comedy Family Western,Johnny Depp,Ray Winstone,Stephen Root,Gore Verbinski English USA Adventure Animation Comedy Family Western Johnny Depp Ray Winstone Stephen Root
penguins of madagascar,Eric Darnell,English,USA,Adventure Animation Comedy Family,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Eric Darnell English USA Adventure Animation Comedy Family Benedict Cumberbatch Annet Mahendru Andy Richter
the bourne ultimatum,Paul Greengrass,English,USA,Action Mystery Thriller,Matt Damon,Edgar Ramírez,Albert Finney,Paul Greengrass English USA Action Mystery Thriller Matt Damon Edgar Ramírez Albert Finney
kung fu panda,Mark Osborne,English,USA,Action Adventure Animation Comedy Family,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Mark Osborne English USA Action Adventure Animation Comedy Family Angelina Jolie Pitt Wayne Knight Dan Fogler
ant-man,Peyton Reed,English,USA,Action Adventure Comedy Sci-Fi,Judy Greer,Hayley Atwell,T.I.,Peyton Reed English USA Action Adventure Comedy Sci-Fi Judy Greer Hayley Atwell T.I.
the hunger games: catching fire,Francis Lawrence,English,USA,Adventure Sci-Fi Thriller,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Francis Lawrence English USA Adventure Sci-Fi Thriller Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty
the twilight saga: breaking dawn - part 2,Bill Condon,English,USA,Adventure Drama Fantasy Romance,Robert Pattinson,Kristen Stewart,Taylor Lautner,Bill Condon English USA Adventure Drama Fantasy Romance Robert Pattinson Kristen Stewart Taylor Lautner
home,Tim Johnson,English,USA,Adventure Animation Comedy Family Fantasy Sci-Fi,Jim Parsons,Matt Jones,April Winchell,Tim Johnson English USA Adventure Animation Comedy Family Fantasy Sci-Fi Jim Parsons Matt Jones April Winchell
war of the worlds,Steven Spielberg,English,USA,Adventure Sci-Fi Thriller,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Steven Spielberg English USA Adventure Sci-Fi Thriller Tom Cruise Lisa Ann Walter Rick Gonzalez
bad boys ii,Michael Bay,English,USA,Action Comedy Crime Thriller,Will Smith,Henry Rollins,Jordi Mollà,Michael Bay English USA Action Comedy Crime Thriller Will Smith Henry Rollins Jordi Mollà
puss in boots,Chris Miller,English,USA,Action Adventure Animation Comedy Family Fantasy,Salma Hayek,Constance Marie,Amy Sedaris,Chris Miller English USA Action Adventure Animation Comedy Family Fantasy Salma Hayek Constance Marie Amy Sedaris
salt,Phillip Noyce,English,USA,Action Crime Mystery Thriller,Angelina Jolie Pitt,Andre Braugher,August Diehl,Phillip Noyce English USA Action Crime Mystery Thriller Angelina Jolie Pitt Andre Braugher August Diehl
noah,Darren Aronofsky,English,USA,Action Adventure Drama,Anthony Hopkins,Emma Watson,Logan Lerman,Darren Aronofsky English USA Action Adventure Drama Anthony Hopkins Emma Watson Logan Lerman
the adventures of tintin,Steven Spielberg,English,USA,Action Adventure Family Mystery,Toby Jones,Mackenzie Crook,Tony Curran,Steven Spielberg English USA Action Adventure Family Mystery Toby Jones Mackenzie Crook Tony Curran
harry potter and the prisoner of azkaban,Alfonso Cuarón,English,UK,Adventure Family Fantasy Mystery,Daniel Radcliffe,Gary Oldman,Rupert Grint,Alfonso Cuarón English UK Adventure Family Fantasy Mystery Daniel Radcliffe Gary Oldman Rupert Grint
australia,Baz Luhrmann,English,Australia,Adventure Drama Romance War,Essie Davis,Bryan Brown,Eddie Baroo,Baz Luhrmann English Australia Adventure Drama Romance War Essie Davis Bryan Brown Eddie Baroo
after earth,M. Night Shyamalan,English,USA,Action Adventure Sci-Fi,Will Smith,Zoë Kravitz,Glenn Morshower,M. Night Shyamalan English USA Action Adventure Sci-Fi Will Smith Zoë Kravitz Glenn Morshower
dinosaur,Eric Leighton,English,USA,Adventure Animation Family Thriller,Alfre Woodard,D.B. Sweeney,Della Reese,Eric Leighton English USA Adventure Animation Family Thriller Alfre Woodard D.B. Sweeney Della Reese
harry potter and the deathly hallows: part ii,Matt Birch,English,UK,Action Fantasy,Rupert Grint,Dave Legeno,Ralph Ineson,Matt Birch English UK Action Fantasy Rupert Grint Dave Legeno Ralph Ineson
night at the museum: secret of the tomb,Shawn Levy,English,USA,Adventure Comedy Family Fantasy,Robin Williams,Rami Malek,Steve Coogan,Shawn Levy English USA Adventure Comedy Family Fantasy Robin Williams Rami Malek Steve Coogan
megamind,Tom McGrath,English,USA,Action Animation Comedy Family Sci-Fi,J.K. Simmons,Brad Pitt,Will Ferrell,Tom McGrath English USA Action Animation Comedy Family Sci-Fi J.K. Simmons Brad Pitt Will Ferrell
harry potter and the sorcerer's stone,Chris Columbus,English,UK,Adventure Family Fantasy,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Chris Columbus English UK Adventure Family Fantasy Daniel Radcliffe Fiona Shaw Verne Troyer
r.i.p.d.,Robert Schwentke,English,USA,Action Comedy Fantasy,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Robert Schwentke English USA Action Comedy Fantasy Ryan Reynolds Jeff Bridges Stephanie Szostak
godzilla resurgence,Hideaki Anno,Japanese,Japan,Action Adventure Drama Horror Sci-Fi,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Hideaki Anno Japanese Japan Action Adventure Drama Horror Sci-Fi Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda
pirates of the caribbean: the curse of the black pearl,Gore Verbinski,English,USA,Action Adventure Fantasy,Johnny Depp,Orlando Bloom,Jack Davenport,Gore Verbinski English USA Action Adventure Fantasy Johnny Depp Orlando Bloom Jack Davenport
harry potter and the deathly hallows: part i,Matt Birch,English,UK,Fantasy,Rupert Grint,Toby Jones,Alfred Enoch,Matt Birch English UK Fantasy Rupert Grint Toby Jones Alfred Enoch
the hunger games: mockingjay - part 1,Francis Lawrence,English,USA,Adventure Sci-Fi Thriller,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Francis Lawrence English USA Adventure Sci-Fi Thriller Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson
